id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
74776,Marianna / Chipola Terrace,US,FL,74776,KMAI,30.8378,-85.1819,34.0,America/Chicago,2005-01-01,2024-09-22,1950-01-01,2024-09-15,1950-01-01,2022-01-01,2966505.1435472183
KAIK0,Aiken / Seiglers Crossroads,US,SC,,KAIK,33.6494,-81.685,161.0,America/New_York,2009-01-05,2024-09-22,2009-01-06,2022-04-24,2015-01-01,2022-01-01,2966563.6788614374
I5LF7,Magog,CA,QC,,,45.27,-72.12,274.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,2967545.4460228374
KNAK0,Annapolis / Naval Academy,US,MD,,KNAK,38.9833,-76.4833,12.0,America/New_York,2004-05-25,2024-09-22,2004-05-26,2022-04-24,2006-01-01,2021-01-01,2967799.1343000825
4LXKW,Ste Rose Du Nord,CA,QC,,,48.4,-70.53,205.0,America/Toronto,,,2000-01-01,2016-09-26,2000-01-01,2016-01-01,2968808.906117912
71186,Cap Rouge,CA,QC,71186,CWQM,48.37,-70.54,7.0,America/Toronto,1994-01-21,2024-07-16,1994-07-01,2024-04-28,1995-01-01,2022-01-01,2969035.1625811267
71392,Ste-Foy,CA,QC,71392,CWJB,46.78,-71.29,91.0,America/Toronto,1997-12-01,2024-09-22,1997-11-14,2024-04-28,1998-01-01,2022-01-01,2969150.474254871
72218,Augusta Bush Field,US,GA,72218,KAGS,33.3667,-81.9667,44.0,America/New_York,1948-01-01,2024-09-22,1942-12-01,2024-12-30,1942-01-01,2022-01-01,2969334.624429064
KECP0,Panama City / West Bay,US,FL,,KECP,30.3582,-85.7956,21.0,America/Chicago,2011-03-01,2024-09-22,2011-03-01,2022-04-24,2011-01-01,2021-01-01,2969793.2588923313
72216,Albany Southwest Georgia,US,GA,72216,KABY,31.5333,-84.2,60.0,America/New_York,1973-01-01,2024-09-22,1948-01-01,2024-09-15,1948-01-01,2022-01-01,2969936.018986355
71906,Kuujjuaq Airport,CA,QC,71906,CYVP,58.09,-68.42,40.0,America/Toronto,1941-11-05,2024-09-22,1941-11-05,2024-12-30,1941-01-01,2022-01-01,2970987.487061529
IUSDX,Louisville Municipal Airport,US,GA,,K2J3,32.9859,-82.3848,100.0,America/New_York,2022-05-06,2023-04-26,,,,,2971053.9975569276
F5PS0,Donalsonville Municipal Airport,US,GA,,K17J,31.007,-84.8776,45.0,America/New_York,2022-05-06,2024-09-22,,,,,2971135.527989125
KW630,Clarksville / Blanks,US,VA,,KW63,36.5958,-78.5601,128.0,America/New_York,2020-01-14,2024-09-22,2020-01-14,2022-04-25,2020-01-01,2022-01-01,2971196.710736073
VBVX6,Bromptonville,CA,QC,,,45.48,-71.95,130.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,2971337.1881726375
MMZC0,Zacatecas / San Antonio,MX,ZAC,,MMZC,22.8964,-102.6864,2140.0,America/Monterrey,1984-09-08,2024-09-21,1990-07-10,2022-04-22,,,2972168.6623358657
KCKZ0,Perkasie,US,PA,,KCKZ,40.3892,-75.2905,173.0,America/New_York,2020-01-14,2024-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,2972884.659016123
PAER0,Merrill Pass West / Old Village (Historical),US,AK,,PAER,61.2667,-153.8,357.0,America/Anchorage,2006-01-01,2014-06-15,,,,,2973216.0406163717
71578,Beauport,CA,QC,71578,CXBO,46.84,-71.2,10.0,America/Toronto,2003-06-17,2024-09-22,1999-08-19,2024-04-28,1999-01-01,2022-01-01,2973450.547022779
KW310,Kenbridge / Plymouth,US,VA,,KW31,36.9601,-78.185,160.0,America/New_York,2020-01-14,2024-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,2973496.683009804
KOQN0,West Chester / Commons At Goshen,US,PA,,KOQN,39.9901,-75.5819,141.0,America/New_York,2020-01-14,2024-09-22,2020-01-14,2022-04-25,2020-01-01,2022-01-01,2974217.6730022174
KAFP0,Wadesboro / Pinkston,US,NC,,KAFP,35.0206,-80.0771,91.0,America/New_York,2007-05-21,2024-09-22,2007-05-22,2022-04-24,2009-01-01,2022-01-01,2974712.379639125
9L8V7,Rea Point,CA,NU,71983,,75.38,-105.72,15.0,America/Cambridge_Bay,2020-01-01,2022-12-14,2000-01-01,2022-12-13,2000-01-01,2021-01-01,2975319.925967709
KEFK0,Newport / Coventry,US,VT,,KEFK,44.8888,-72.2292,284.0,America/New_York,2008-04-23,2024-09-22,2008-04-25,2022-04-24,2011-01-01,2022-01-01,2975495.924855472
72612,Newport,US,VT,72612,K9B2,44.9333,-72.2,233.0,America/New_York,,,1930-02-01,2023-02-02,1930-01-01,2022-01-01,2975742.785637726
CWLU0,Lauzon / Lévis,CA,QC,,CWLU,46.8319,-71.1586,20.0,America/Toronto,2004-11-09,2007-11-27,,,,,2976721.4016065635
76491,"Ciudad Victoria, Tamps.",MX,TAM,76491,,23.75,-99.1333,355.0,America/Monterrey,1949-01-01,2024-07-24,,,1998-01-01,2021-01-01,2977243.6215341496
74000,Lewisburg,US,NJ,74000,KFWN,41.2,-74.62,128.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,2977493.422479576
71091,Longstaff Bluff,CA,NU,71091,CWLX,68.9,-75.14,161.0,America/Iqaluit,1957-12-02,2023-09-05,1957-11-06,2024-12-29,1958-01-01,2022-01-01,2977839.8259963877
KOFP0,Richmond / Brown Grove,US,VA,,KOFP,37.7089,-77.4366,63.0,America/New_York,2005-01-01,2024-09-22,2005-01-01,2022-04-25,2006-01-01,2021-01-01,2978226.096261819
K12N0,Andover / Wawayanda,US,NJ,,K12N,41.0086,-74.738,178.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-03-09,2006-01-01,2022-01-01,2979167.267636785
KW290,Stevensville / Kangaroo Beach,US,MD,,KW29,38.9764,-76.3296,5.0,America/New_York,2007-04-17,2024-09-22,2011-06-04,2022-04-25,2020-01-01,2022-01-01,2979375.5298752147
J9CKY,St Camille Wolfe,CA,QC,,,45.67,-71.73,268.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,2979670.2869633003
KMPV0,Montpelier / Berlin Corners,US,VT,,KMPV,44.2035,-72.5623,355.0,America/New_York,1973-01-01,2024-09-22,1973-01-02,2022-04-24,1999-01-01,2022-01-01,2980929.574297581
LEA21,Chateau Richer,CA,QC,,,46.97,-71.03,15.0,America/Toronto,,,2000-01-01,2021-07-02,2000-01-01,2021-01-01,2980990.954410959
PBSN1,Lauzon,CA,QC,,,46.82,-71.1,69.0,America/Toronto,,,2000-06-19,2022-10-31,2000-01-01,2022-01-01,2981367.5672603557
PUDM3,Beausejour,CA,QC,,,46.67,-71.17,107.0,America/Toronto,,,2000-01-01,2019-11-11,2000-01-01,2019-01-01,2981809.697176931
KBKT0,Ft Pickett / Blackstone,US,VA,,KBKT,37.0743,-77.9573,133.0,America/New_York,1943-06-01,2024-09-22,1943-06-02,2022-04-25,2020-01-01,2022-01-01,2982187.8228218886
72310,Columbia Metropolitan Airport,US,SC,72310,KCAE,33.95,-81.1167,72.0,America/New_York,1942-04-24,2024-09-22,1942-04-24,2024-12-30,1942-01-01,2022-01-01,2982233.2841838025
KEZM0,Eastman / Lowery,US,GA,,KEZM,32.2164,-83.1287,92.0,America/New_York,2011-11-02,2024-09-22,2011-11-10,2022-04-24,2014-01-01,2022-01-01,2983187.351778142
KRUT0,Rutland / East Clarendon,US,VT,,KRUT,43.5299,-72.9496,240.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-23,2007-01-01,2022-01-01,2983251.689358361
71611,Lennoxville,CA,QC,71611,CWQH,45.37,-71.82,181.0,America/Toronto,1996-03-01,2024-09-22,1888-11-11,2024-04-28,1888-01-01,2022-01-01,2985252.5253373478
PALJ0,Port Alsworth,US,AK,,PALJ,60.2,-154.3,81.0,America/Juneau,2005-01-01,2024-09-21,,,,,2985550.747988597
Z5ZDK,Mont Ste-anne,CA,QC,,,47.07,-70.91,168.0,America/Toronto,,,2005-01-20,2022-12-11,2005-01-01,2022-01-01,2986039.220151781
PTKXA,Nakika Subsea Development Platform,US,MS,,KIKT,28.5208,-88.2889,36.0,America/Chicago,2022-04-23,2024-09-22,2022-04-23,2022-04-25,,,2987062.5768889496
KMGJ0,Montgomery / Kaisertown,US,NY,,KMGJ,41.51,-74.2646,111.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,2987068.7542429725
76525,Zacatecas,MX,ZAC,76525,,22.7833,-102.5667,2612.0,America/Monterrey,1973-01-09,2024-07-24,1975-08-29,2024-12-28,1949-01-01,2021-01-01,2987157.042331751
MMCV0,Ciudad Victoria / Cd. Victoria / Constitución del Diecisiete,MX,TAM,,MMCV,23.7034,-98.9565,238.0,America/Monterrey,1975-06-18,2024-09-22,,,,,2987781.0298924
PAFK0,Farewell Lake / Nikolai,US,AK,,PAFK,62.5425,-153.6225,321.0,America/Juneau,1998-02-27,1999-12-17,,,,,2988017.5044008084
KDYL0,Doylestown / Cross Keys,US,PA,,KDYL,40.3331,-75.1223,120.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,2988335.329438935
70178,Tanana Calhoun Memorial Airport,US,AK,70178,PATA,65.1667,-152.1,72.0,America/Juneau,1943-06-01,2024-09-22,1901-08-24,2024-09-18,1901-01-01,2022-01-01,2988409.9140882157
KLOM0,Ambler / Five Points,US,PA,,KLOM,40.1376,-75.2651,92.0,America/New_York,2005-01-01,2024-09-22,2005-01-06,2022-04-24,2008-01-01,2022-01-01,2988944.278648809
KCUB0,Columbia / Arthurtown,US,SC,,KCUB,33.9705,-80.9952,59.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,2988952.4861893873
KBGE0,Decatur / Lynn,US,GA,,KBGE,30.9716,-84.6369,43.0,America/New_York,2006-03-02,2024-09-22,2006-08-03,2022-04-24,2010-01-01,2022-01-01,2989143.6656391984
KPFN0,Panama City / Pretty Bayou,US,FL,,KPFN,30.2121,-85.6828,6.0,America/Chicago,2006-01-01,2010-06-03,2006-01-01,2010-05-09,2006-01-01,2010-01-01,2989226.1333605875
KHNZ0,Oxford / Huntsboro,US,NC,,KHNZ,36.3616,-78.5292,160.0,America/New_York,2006-01-03,2024-09-22,2006-01-04,2022-04-24,2015-01-01,2022-01-01,2989253.979622673
PAPR0,Prospect Creek / Coldfoot,US,AK,,PAPR,66.8141,-150.6436,334.0,America/Juneau,1973-08-25,2024-09-18,1975-08-09,1976-05-08,,,2989705.1790164565
N4SON,Thetford Mines,CA,QC,,,46.1,-71.35,381.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,2990307.6605288833
72418,Wilmington / Duross Heights,US,DE,72418,KILG,39.6787,-75.6066,24.0,America/New_York,1942-08-01,2024-09-22,1931-04-16,2024-12-30,1943-01-01,2022-01-01,2990393.3937956723
KFCI0,Richmond / Robinwood,US,VA,,KFCI,37.4064,-77.5248,72.0,America/New_York,2010-05-17,2024-09-22,2010-05-19,2022-04-19,2011-01-01,2021-01-01,2991408.4035142716
TMT7J,Bennington Morse State Airport,US,VT,,KDDH,42.8935,-73.2486,252.0,America/New_York,2022-04-23,2024-09-22,,,,,2991587.4320526393
RHASX,Resolute Bay Airport,CA,NU,,,74.72,-94.97,68.0,America/Resolute,2020-01-01,2022-12-15,2018-10-29,2022-12-12,2018-01-01,2022-01-01,2991599.0080624307
71924,Resolute Bay Airport,CA,NU,71924,CYRB,74.72,-94.97,68.0,America/Resolute,1947-10-11,2024-09-22,1947-10-01,2024-12-28,1947-01-01,2022-01-01,2991599.0080624307
71610,Sherbrooke Airport,CA,QC,71610,CYSC,45.43,-71.68,241.0,America/Toronto,1962-05-01,2024-09-22,1982-01-01,2024-04-28,2000-01-01,2022-01-01,2992973.4671606165
OWS38,St Pierre De Broughton,CA,QC,,,46.25,-71.22,366.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,2993942.466239389
71592,Arctic Bay CS,CA,NU,71592,CXAT,72.99,-85.01,10.0,America/Iqaluit,2003-06-17,2024-09-22,1999-11-06,2024-12-30,2000-01-01,2022-01-01,2993954.4727876247
KNXX0,Willow Grove / Meetinghouse Village,US,PA,,KNXX,40.1998,-75.1482,109.0,America/New_York,1973-01-01,2011-04-11,1973-01-01,2011-04-10,1981-01-01,2011-01-01,2993961.51203775
KCXU0,Camilla,US,GA,,KCXU,31.2132,-84.2352,54.0,America/New_York,2020-01-14,2024-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,2994220.3421905898
6MNKR,Scott,CA,QC,,,46.5,-71.08,145.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,2994597.991032132
Y755T,Arctic Bay Airport,CA,NU,,,73.01,-85.05,22.0,America/Rankin_Inlet,2020-01-02,2022-12-13,,,,,2994811.434711316
XXZMP,Arctic Bay,CA,NU,,,73.01,-85.05,22.0,America/Rankin_Inlet,2020-01-01,2022-12-14,2018-10-29,2022-12-11,2018-01-01,2022-01-01,2994811.434711316
KCDN0,Camden / Arrowwood,US,SC,,KCDN,34.2836,-80.5649,92.0,America/New_York,2009-01-05,2024-09-22,2009-01-06,2022-04-24,2017-01-01,2022-01-01,2994978.095400576
71384,Cap-Tourmente,CA,QC,71384,CWTN,47.08,-70.78,6.0,America/Toronto,1994-02-01,2024-09-22,1993-08-26,2024-04-28,1993-01-01,2022-01-01,2995011.4707294917
X4WJY,Saint Michel,CA,QC,,,46.87,-70.88,69.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,2995371.3646008386
71424,Ile D'Orleans,CA,QC,71424,CWER,47.0,-70.81,4.0,America/Toronto,1985-07-01,2024-09-22,1990-05-12,2023-10-06,1996-01-01,2003-01-01,2995714.796963469
8UGV5,Coaticook,CA,QC,,,45.15,-71.8,259.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2021-01-01,2995777.693842667
71319,Charlevoix (mrc),CA,QC,71319,CWIS,47.28,-70.64,723.0,America/Toronto,1997-12-01,2024-09-22,1997-11-05,2024-04-28,1997-01-01,2022-01-01,2997991.805762495
71494,Thetford Mines RCS,CA,QC,71494,CMTH,46.05,-71.27,430.0,America/Toronto,2007-08-07,2024-07-18,2006-09-21,2024-04-28,2006-01-01,2022-01-01,2998028.4523535897
72401,Richmond International  Airport,US,VA,72401,KRIC,37.5167,-77.3167,51.0,America/New_York,1942-09-24,2024-09-22,1939-03-01,2024-12-30,1939-01-01,2022-01-01,2999203.701552545
O5PFW,Newburgh / Stewart,US,NY,,KSWF,41.5,-74.1,150.0,America/New_York,2022-04-23,2024-09-21,,,,,2999665.699799914
KAVC0,South Hill / Brodnax,US,VA,,KAVC,36.6883,-78.0545,134.0,America/New_York,2006-01-01,2024-09-22,2006-01-04,2022-04-24,2015-01-01,2022-01-01,3000913.514759192
PAFW0,Farewell / Nikolai,US,AK,,PAFW,62.5066,-153.8936,468.0,America/Juneau,1985-01-30,1996-04-25,,,,,3000921.741549917
KSBO0,Swainsboro,US,GA,,KSBO,32.6091,-82.3699,100.0,America/New_York,2011-07-05,2024-09-22,2011-07-05,2022-04-25,2015-01-01,2022-01-01,3001642.4221601426
CYSR0,Nanisivik / Arctic Bay / Strathcona Sound,CA,NU,,CYSR,72.9833,-84.6167,642.0,America/Iqaluit,1988-01-05,2011-01-13,1996-03-19,2011-01-11,2009-01-01,2010-01-01,3001711.2803696925
KTTA0,Sanford / Rosser,US,NC,,KTTA,35.5824,-79.1013,75.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-25,2014-01-01,2022-01-01,3002778.2041081674
71189,Pointe Claveau,CA,QC,71189,CWQV,48.26,-70.11,4.0,America/Toronto,1977-07-01,2024-09-22,1994-07-10,2024-04-28,1995-01-01,2022-01-01,3002997.007583275
UD5GL,St Severin,CA,QC,,,46.33,-71.05,442.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,3003168.788893088
7J348,St Marys County Airport,US,MD,,K2W6,38.3154,-76.5501,43.0,America/New_York,2022-05-06,2024-09-22,,,,,3003872.0575565877
0XHK8,Mississippi Canyon,US,LA,,KDSF,28.35,-88.2667,130.0,Asia/Thimphu,2022-04-23,2024-09-22,2022-04-24,2022-04-26,,,3003893.7319572517
72306,Raleigh-Durham International  Airport,US,NC,72306,KRDU,35.9,-78.7667,133.0,America/New_York,1945-11-01,2024-09-22,1944-05-18,2024-12-30,1944-01-01,2022-01-01,3004157.2160783135
KCDA0,Lyndonville / Egypt,US,VT,,KCDA,44.5691,-72.018,362.0,America/New_York,2008-04-22,2024-09-22,2008-04-23,2022-04-24,2008-01-01,2022-01-01,3004596.608740512
KSMQ0,Somerville / Burnt Mills,US,NJ,,KSMQ,40.626,-74.6702,32.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,3005084.2364699123
KCQW0,Cheraw / Isgett Circle,US,SC,,KCQW,34.7129,-79.957,73.0,America/New_York,2009-01-05,2024-09-22,2009-01-06,2022-04-24,2014-01-01,2022-01-01,3005311.2527207015
76499,"Soto La Marina, Tamps.",MX,TAM,76499,,23.7667,-98.2,21.0,America/Monterrey,1949-11-01,2024-07-24,1949-11-02,2024-12-25,1949-01-01,2021-01-01,3005923.5257169977
KRCZ0,Rockingham / Highland Pines,US,NC,,KRCZ,34.8913,-79.7596,109.0,America/New_York,2006-10-24,2024-08-30,2006-10-31,2022-04-25,2009-01-01,2022-01-01,3006057.7487122985
KMMT0,Eastover / Congaree,US,SC,,KMMT,33.9188,-80.8006,77.0,America/New_York,2005-01-03,2024-09-22,2008-03-06,2022-04-24,2009-01-01,2021-01-01,3006077.669148146
I2X83,Millen Airport,US,GA,,K2J5,32.8935,-81.9654,72.0,America/New_York,2022-05-06,2024-09-22,,,,,3006125.2820627983
SI5V0,Sawyerville Nord,CA,QC,,,45.37,-71.53,346.0,America/Toronto,,,2000-01-18,2022-10-31,2000-01-01,2022-01-01,3006316.836672889
72408,Philadelphia International Airport,US,PA,72408,KPHL,39.8667,-75.2333,6.0,America/New_York,1973-01-01,2024-09-22,1940-07-01,2024-12-30,1940-01-01,2022-01-01,3006758.1172856702
KAQW0,North Adams / Blackinton,US,MA,,KAQW,42.6962,-73.1702,199.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-23,2006-01-01,2022-01-01,3006964.428100626
72518,Albany International Airport,US,NY,72518,KALB,42.75,-73.1333,87.0,America/New_York,1946-01-01,2024-09-22,1938-06-01,2024-12-30,1938-01-01,2022-01-01,3007032.073078629
KSOP0,Southern Pines / Warrior Woods,US,NC,,KSOP,35.2376,-79.3888,138.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2009-01-01,2022-01-01,3007035.8453972125
KPTB0,Petersburg / Jack,US,VA,,KPTB,37.1838,-77.5074,59.0,America/New_York,2006-01-01,2024-09-22,2006-01-04,2022-04-25,2014-01-01,2022-01-01,3007166.8607305945
STU6R,Lingwick,CA,QC,,,45.63,-71.37,267.0,America/Toronto,,,2000-01-15,2022-10-31,2000-01-01,2022-01-01,3007377.4705001875
KXSA0,Tappahannock / Pauls Crossroads,US,VA,,KXSA,37.8596,-76.8941,41.0,America/New_York,2008-04-07,2024-09-22,2008-04-16,2022-04-25,2008-01-01,2022-01-01,3007662.7698094635
HI9ZZ,Point Thomson Airstrip,US,AK,,PAAD,70.136,-146.2901,8.0,America/Anchorage,2022-04-23,2024-09-22,2022-04-23,2022-04-24,,,3007694.788238339
74775,Tyndall Air Force Base,US,FL,74775,KPAM,30.0667,-85.5833,5.0,America/Chicago,1942-03-19,2024-09-22,1942-04-21,2022-04-25,1942-01-01,2022-01-01,3007804.136360814
KPOU0,Poughkeepsie  /  New Hackensack,US,NY,,KPOU,41.6266,-73.8842,50.0,America/New_York,1973-01-01,2024-09-22,1973-01-04,2022-04-24,1974-01-01,2022-01-01,3008843.8168425728
QP8H3,Telfair-Wheeler Airport,US,GA,,KMQW,32.097,-82.8794,61.0,America/New_York,2022-04-23,2024-09-02,2022-04-23,2022-04-25,,,3009007.081184668
RECEV,Easton / Newman Field,US,MD,,KESN,38.8,-76.0667,22.0,America/New_York,2022-04-23,2024-09-22,2022-04-24,2022-04-24,,,3009139.525206716
RDZOX,Vallee Jonction,CA,QC,,,46.38,-70.93,152.0,America/Toronto,,,2000-01-01,2017-03-31,2000-01-01,2017-01-01,3009929.5952208578
KXNO0,North/Auxiliary Airfield,US,SC,,KXNO,33.6095,-81.0812,98.0,America/New_York,2007-10-24,2024-09-22,2007-10-25,2022-04-24,2010-01-01,2021-01-01,3010365.6802033647
KPNE0,Philadelphia / Ashton Wooden Bridge,US,PA,,KPNE,40.0819,-75.0106,37.0,America/New_York,1973-01-01,2024-09-22,1973-01-02,2022-04-24,2005-01-01,2021-01-01,3010711.3162696795
72614,St Johnsbury Fairbanks,US,VT,72614,K1V4,44.4167,-72.0167,212.0,America/New_York,1973-01-01,2024-09-22,1894-03-01,2024-09-15,1894-01-01,2022-01-01,3011346.439706072
74410,Barkerville,US,MA,74410,KPSF,42.42,-73.28,364.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,3012592.4281204077
CWIG0,Ile Aux Grues / Île-Aux-Grues,CA,QC,,CWIG,47.0736,-70.5331,18.0,America/Toronto,2005-05-17,2024-09-22,,,,,3012949.097968826
KRJD0,Ridgely / Oakland Acres,US,MD,,KRJD,38.9701,-75.8663,20.0,America/New_York,2007-05-22,2009-07-01,,,,,3013417.882875509
KW960,Quinton / Wrights Corner,US,VA,,KW96,37.5034,-77.1266,37.0,America/New_York,2020-01-14,2024-09-22,2020-01-14,2022-04-25,2020-01-01,2022-01-01,3013719.0264134947
KLVL0,Lawrenceville / Edgerton,US,VA,,KLVL,36.7728,-77.7943,100.0,America/New_York,2014-06-25,2024-09-22,2014-06-27,2022-04-24,2016-01-01,2022-01-01,3013808.3523373203
KHFF0,Hoffman,US,NC,,KHFF,35.0367,-79.4974,115.0,America/New_York,2006-01-03,2024-09-22,2007-04-12,2022-04-24,2008-01-01,2022-01-01,3013817.165715179
KTTN0,Trenton / Altura,US,NJ,,KTTN,40.2767,-74.8135,65.0,America/New_York,1973-01-01,2024-09-22,1975-07-10,2022-04-24,2005-01-01,2021-01-01,3014094.1688683564
KMMU0,Morristown / Birch Hills,US,NJ,,KMMU,40.7993,-74.4149,57.0,America/New_York,2006-01-03,2024-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,3014242.30410196
70340,Iliamna Airport,US,AK,70340,PAIL,59.75,-154.9167,63.0,America/Juneau,1973-01-01,2024-09-22,1920-02-11,2023-10-04,1920-01-01,2021-01-01,3015317.509587151
K44N0,Millbrook / Moores Mill,US,NY,,K44N,41.7074,-73.738,213.0,America/New_York,1989-07-14,1996-02-14,,,,,3015349.261259107
0JPFS,St Malo D Auckland,CA,QC,,,45.2,-71.5,564.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,3015509.987598841
CYML0,Charlevoix / La Malbaie,CA,QC,,CYML,47.6,-70.2333,298.0,America/Toronto,1983-08-01,2018-06-10,2018-06-05,2018-06-08,,,3016013.3549890085
QQRP0,Green Canyon 787 Atlantis,US,LA,,KATP,27.195,-90.027,64.0,Asia/Thimphu,2022-09-06,2024-09-22,,,,,3016338.8615705245
KBNL0,Barnwell / Happy Bottom,US,SC,,KBNL,33.258,-81.3879,75.0,America/New_York,2009-01-05,2024-09-22,2009-01-06,2022-04-24,2010-01-01,2022-01-01,3016519.083472611
KHVS0,Hartsville / Glendale Acres,US,SC,,KHVS,34.4031,-80.1192,111.0,America/New_York,2009-04-03,2024-09-22,2009-04-04,2022-04-24,2015-01-01,2022-01-01,3016769.842183614
KFZG0,Fitzgerald,US,GA,,KFZG,31.6839,-83.2709,111.0,America/New_York,2012-06-20,2024-09-22,2012-06-21,2022-04-24,2014-01-01,2022-01-01,3017041.459050702
74484,"West Dover, Vt.",US,NY,74484,KN66,42.9333,-72.8667,0.0,America/New_York,2022-05-06,2024-09-22,,,,,3017651.876925464
LXS08,Delaware Airpark,US,DE,,K33N,39.2187,-75.6005,16.0,America/New_York,2022-05-06,2024-09-22,,,,,3017887.967087274
XVO0U,St Ephrem,CA,QC,,,46.07,-70.97,312.0,America/Toronto,,,2000-01-01,2022-10-31,2000-01-01,2022-01-01,3018939.7879432593
KCDW0,Caldwell / Fairfield,US,NJ,,KCDW,40.8752,-74.2814,52.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,3019874.152084856
70248,Farewell / Intermediate Field,US,AK,70248,PAFL,63.5,-153.8833,468.0,America/Juneau,,,1941-12-17,1981-07-31,1942-01-01,1971-01-01,3022741.4148795926
PAGB0,Galbraith Lake,US,AK,,PAGB,68.4797,-149.4899,812.0,America/Juneau,2006-01-05,2024-09-18,,,,,3022965.355902632
KVSF0,Springfield / Kendricks Corner,US,VT,,KVSF,43.3436,-72.5173,176.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-20,2006-01-01,2021-01-01,3023635.9376907735
RQ9YK,Webster Field,US,MD,,KNUI,38.1489,-76.42,6.0,America/New_York,2022-04-23,2024-09-21,2022-04-24,2022-04-24,,,3023662.1087178886
KTMA0,Tifton / Unionville,US,GA,,KTMA,31.429,-83.4885,108.0,America/New_York,2010-08-04,2024-09-22,2010-08-07,2022-04-25,2014-01-01,2022-01-01,3023894.4244898413
74790,Shaw Air Force Base,US,SC,74790,KSSC,33.9667,-80.4833,74.0,America/New_York,1941-12-22,2024-09-22,1941-12-23,2022-04-25,1942-01-01,2022-01-01,3024134.8672507424
INGE8,Quincy Municipal Airport,US,FL,,K2J9,30.5979,-84.5574,69.0,America/New_York,2022-05-06,2024-09-22,,,,,3025561.9845657097
72611,Lebanon / West Lebanon,US,NH,72611,KLEB,43.6261,-72.3042,184.0,America/New_York,1993-01-01,2024-09-22,1993-01-03,2022-04-25,2005-01-01,2022-01-01,3026021.351856211
KLHZ0,Louisburg / Royal,US,NC,,KLHZ,36.0233,-78.3303,113.0,America/New_York,2005-01-01,2024-09-22,2005-01-01,2022-04-24,2009-01-01,2022-01-01,3026458.564787954
71323,Beauceville,CA,QC,71323,CWHV,46.21,-70.79,229.0,America/Toronto,1994-07-28,2024-09-22,1994-07-28,2024-04-28,1994-01-01,2022-01-01,3026523.6958231037
KBBP0,Bennettville / Islay (Historical),US,SC,,KBBP,34.6217,-79.7344,45.0,America/New_York,2009-04-20,2024-09-22,2009-04-20,2022-04-24,2016-01-01,2022-01-01,3027342.8473446937
2AYO3,Milan,CA,QC,,,45.58,-71.12,482.0,America/Toronto,,,2000-01-02,2015-10-06,2000-01-01,2015-01-01,3027518.092115177
KCGE0,Cambridge / Thompson,US,MD,,KCGE,38.5393,-76.0304,6.0,America/New_York,2006-10-03,2024-09-22,2011-06-05,2022-04-24,2020-01-01,2022-01-01,3027686.943747435
70174,Bettles Airport,US,AK,70174,PABT,66.9,-151.5167,196.0,America/Juneau,1945-01-01,2024-09-21,1945-01-01,2024-12-30,1945-01-01,2022-01-01,3028650.734238672
KUDG0,Darlington / Gandy,US,SC,,KUDG,34.4494,-79.8901,59.0,America/New_York,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,3029162.1959982957
