fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year
G1300890,13,89,33.7706611,-84.2263431,33.789813,-84.248029,691893,DeKalb,Georgia,G1300890,33.789813,-84.248029,2017
G1300910,13,91,32.1602346,-83.1562413,32.212815,-83.175591,21796,Dodge,Georgia,G1300910,32.212815,-83.175591,2017
G1300930,13,93,32.1519954,-83.807167,32.16758,-83.784195,14918,Dooly,Georgia,G1300930,32.16758,-83.784195,2017
G1300950,13,95,31.5325876,-84.20904,31.573426,-84.167625,94565,Dougherty,Georgia,G1300950,31.573426,-84.167625,2017
G1300970,13,97,33.6993166,-84.7659441,33.724923,-84.734644,132403,Douglas,Georgia,G1300970,33.724923,-84.734644,2017
G1300990,13,99,31.3241906,-84.9067225,31.331726,-84.916722,11008,Early,Georgia,G1300990,31.331726,-84.916722,2017
G1301010,13,101,30.7085,-82.836132,30.708629,-83.057989,4034,Echols,Georgia,G1301010,30.708629,-83.057989,2017
G1301030,13,103,32.3617106,-81.3433367,32.291745,-81.299511,52250,Effingham,Georgia,G1301030,32.291745,-81.299511,2017
G1301050,13,105,34.1164548,-82.8418338,34.126521,-82.879523,20166,Elbert,Georgia,G1301050,34.126521,-82.879523,2017
G1301070,13,107,32.5910995,-82.2997628,32.58586,-82.307952,22598,Emanuel,Georgia,G1301070,32.58586,-82.307952,2017
G1301090,13,109,32.153087,-81.8901549,32.169649,-81.907367,11000,Evans,Georgia,G1301090,32.169649,-81.907367,2017
G1301110,13,111,34.8665428,-84.3173308,34.901383,-84.313402,23682,Fannin,Georgia,G1301110,34.901383,-84.313402,2017
G1301130,13,113,33.4127172,-84.4939407,33.427941,-84.512414,106567,Fayette,Georgia,G1301130,33.427941,-84.512414,2017
G1301150,13,115,34.2636769,-85.2137297,34.255796,-85.183164,96317,Floyd,Georgia,G1301150,34.255796,-85.183164,2017
G1301170,13,117,34.225143,-84.1274353,34.19492,-84.144322,175511,Forsyth,Georgia,G1301170,34.19492,-84.144322,2017
G1301190,13,119,34.3750807,-83.2280639,34.377335,-83.186079,22084,Franklin,Georgia,G1301190,34.377335,-83.186079,2017
G1301210,13,121,33.7900338,-84.4681816,33.836086,-84.393645,920581,Fulton,Georgia,G1301210,33.836086,-84.393645,2017
G1301230,13,123,34.6904951,-84.4546507,34.677249,-84.483646,28292,Gilmer,Georgia,G1301230,34.677249,-84.483646,2017
G1301270,13,127,31.2127465,-81.4965167,31.202698,-81.486488,79626,Glynn,Georgia,G1301270,31.202698,-81.486488,2017
G1301290,13,129,34.5096669,-84.8738622,34.498326,-84.908795,55186,Gordon,Georgia,G1301290,34.498326,-84.908795,2017
G1301310,13,131,30.875891,-84.2450655,30.882764,-84.214288,25011,Grady,Georgia,G1301310,30.882764,-84.214288,2017
G1301330,13,133,33.5767403,-83.1666127,33.549876,-83.166093,15994,Greene,Georgia,G1301330,33.549876,-83.166093,2017
G1301350,13,135,33.9591477,-84.0230847,33.951956,-84.057963,805321,Gwinnett,Georgia,G1301350,33.951956,-84.057963,2017
G1301370,13,137,34.6343924,-83.5258749,34.56516,-83.541626,43041,Habersham,Georgia,G1301370,34.56516,-83.541626,2017
G1301390,13,139,34.3175876,-83.8184973,34.275205,-83.844712,179684,Hall,Georgia,G1301390,34.275205,-83.844712,2017
G1301410,13,141,33.2692195,-83.0004653,33.255825,-83.002047,9429,Hancock,Georgia,G1301410,33.255825,-83.002047,2017
G1301430,13,143,33.7951649,-85.2200622,33.76192,-85.18547,28780,Haralson,Georgia,G1301430,33.76192,-85.18547,2017
G1301450,13,145,32.7315494,-84.912432,32.699933,-84.895034,32024,Harris,Georgia,G1301450,32.699933,-84.895034,2017
G1301470,13,147,34.3487328,-82.96329,34.355413,-82.964953,25213,Hart,Georgia,G1301470,34.355413,-82.964953,2017
G1301490,13,149,33.2913474,-85.1378787,33.309334,-85.1134,11834,Heard,Georgia,G1301490,33.309334,-85.1134,2017
G1301510,13,151,33.4529466,-84.1540207,33.475842,-84.175416,203922,Henry,Georgia,G1301510,33.475842,-84.175416,2017
G1301530,13,153,32.4583811,-83.6628559,32.571603,-83.663357,139900,Houston,Georgia,G1301530,32.571603,-83.663357,2017
G1301550,13,155,31.6043062,-83.2770374,31.604647,-83.280834,9538,Irwin,Georgia,G1301550,31.604647,-83.280834,2017
G1301570,13,157,34.1308883,-83.5625382,34.132059,-83.584805,60485,Jackson,Georgia,G1301570,34.132059,-83.584805,2017
G1301590,13,159,33.3181691,-83.6901425,33.356251,-83.724341,13900,Jasper,Georgia,G1301590,33.356251,-83.724341,2017
G1301610,13,161,31.8116153,-82.6368248,31.848776,-82.600696,15068,Jeff Davis,Georgia,G1301610,31.848776,-82.600696,2017
G1301630,13,163,33.0581756,-82.4200036,33.063551,-82.407657,16930,Jefferson,Georgia,G1301630,33.063551,-82.407657,2017
G1301650,13,165,32.7945631,-81.9715244,32.794618,-81.950133,8340,Jenkins,Georgia,G1301650,32.794618,-81.950133,2017
G1301670,13,167,32.6945842,-82.6639696,32.701199,-82.679535,9980,Johnson,Georgia,G1301670,32.701199,-82.679535,2017
G1301690,13,169,33.0202261,-83.5623393,32.962134,-83.54514,28669,Jones,Georgia,G1301690,32.962134,-83.54514,2017
G1301710,13,171,33.0744604,-84.1467206,33.08002,-84.1544,18317,Lamar,Georgia,G1301710,33.08002,-84.1544,2017
G1301730,13,173,31.0381973,-83.0631635,31.035393,-83.090886,10078,Lanier,Georgia,G1301730,31.035393,-83.090886,2017
G1301750,13,175,32.3932197,-82.9263171,32.516487,-82.926131,48434,Laurens,Georgia,G1301750,32.516487,-82.926131,2017
G1301770,13,177,31.8184185,-84.1466814,31.681194,-84.173396,28298,Lee,Georgia,G1301770,31.681194,-84.173396,2017
G1301790,13,179,31.8074577,-81.4578706,31.827766,-81.578482,63453,Liberty,Georgia,G1301790,31.827766,-81.578482,2017
G1301810,13,181,33.7921507,-82.4482992,33.781126,-82.44638,7996,Lincoln,Georgia,G1301810,33.781126,-82.44638,2017
G1301830,13,183,31.7495633,-81.7428697,31.778807,-81.733663,14464,Long,Georgia,G1301830,31.778807,-81.733663,2017
G1301850,13,185,30.8331273,-83.2689923,30.857006,-83.280221,109233,Lowndes,Georgia,G1301850,30.857006,-83.280221,2017
G1301870,13,187,34.568135,-83.9989062,34.524951,-83.986879,29966,Lumpkin,Georgia,G1301870,34.524951,-83.986879,2017
G1301890,13,189,33.4824637,-82.473188,33.459617,-82.469866,21875,McDuffie,Georgia,G1301890,33.459617,-82.469866,2017
G1301910,13,191,31.4885923,-81.3724597,31.47526,-81.407579,14333,McIntosh,Georgia,G1301910,31.47526,-81.407579,2017
G1301930,13,193,32.3626859,-84.0512306,32.325042,-84.038814,14740,Macon,Georgia,G1301930,32.325042,-84.038814,2017
G1301950,13,195,34.1285257,-83.2037373,34.104614,-83.24068,28120,Madison,Georgia,G1301950,34.104614,-83.24068,2017
G1301970,13,197,32.3595381,-84.5295606,32.380907,-84.523557,8742,Marion,Georgia,G1301970,32.380907,-84.523557,2017
G1301990,13,199,33.0292436,-84.6670413,33.008863,-84.672846,21992,Meriwether,Georgia,G1301990,33.008863,-84.672846,2017
G1302010,13,201,31.1629079,-84.7303856,31.159722,-84.737198,6125,Miller,Georgia,G1302010,31.159722,-84.737198,2017
G1302050,13,205,31.228997,-84.192038,31.216853,-84.172094,23498,Mitchell,Georgia,G1302050,31.216853,-84.172094,2017
G1302070,13,207,33.0174352,-83.9229376,33.038194,-83.906823,26424,Monroe,Georgia,G1302070,33.038194,-83.906823,2017
G1302090,13,209,32.1721081,-82.5333487,32.167319,-82.533261,9123,Montgomery,Georgia,G1302090,32.167319,-82.533261,2017
G1302110,13,211,33.5932361,-83.491027,33.600243,-83.485957,17868,Morgan,Georgia,G1302110,33.600243,-83.485957,2017
G1302130,13,213,34.7970974,-84.7379899,34.782329,-84.792066,39628,Murray,Georgia,G1302130,34.782329,-84.792066,2017
G1302150,13,215,32.510197,-84.874946,32.492289,-84.930634,189885,Muscogee,Georgia,G1302150,32.492289,-84.930634,2017
G1302170,13,217,33.5440212,-83.8551846,33.56952,-83.896609,99958,Newton,Georgia,G1302170,33.56952,-83.896609,2017
G1302190,13,219,33.8341247,-83.4377284,33.875278,-83.457946,32808,Oconee,Georgia,G1302190,33.875278,-83.457946,2017
G1302210,13,221,33.8668062,-83.0740805,33.916594,-83.14492,14899,Oglethorpe,Georgia,G1302210,33.916594,-83.14492,2017
G1302230,13,223,33.921026,-84.8671616,33.905688,-84.816609,142324,Paulding,Georgia,G1302230,33.905688,-84.816609,2017
G1302250,13,225,32.5713241,-83.8319779,32.584826,-83.82958,27695,Peach,Georgia,G1302250,32.584826,-83.82958,2017
G1302270,13,227,34.4568125,-84.490339,34.455892,-84.442301,29431,Pickens,Georgia,G1302270,34.455892,-84.442301,2017
G1302290,13,229,31.3539879,-82.2104267,31.314668,-82.240429,18758,Pierce,Georgia,G1302290,31.314668,-82.240429,2017
G1302310,13,231,33.0907685,-84.3866265,33.103227,-84.366796,17869,Pike,Georgia,G1302310,33.103227,-84.366796,2017
G1302330,13,233,33.9960153,-85.1883384,34.010878,-85.176771,41475,Polk,Georgia,G1302330,34.010878,-85.176771,2017
G1302350,13,235,32.2387936,-83.4818548,32.275344,-83.480342,12010,Pulaski,Georgia,G1302350,32.275344,-83.480342,2017
G1302370,13,237,33.3210605,-83.3717898,33.317059,-83.339663,21218,Putnam,Georgia,G1302370,33.317059,-83.339663,2017
G1302410,13,241,34.8839494,-83.4048594,34.87903,-83.407223,16276,Rabun,Georgia,G1302410,34.87903,-83.407223,2017
G1302430,13,243,31.762651,-84.7523108,31.760403,-84.758026,7719,Randolph,Georgia,G1302430,31.760403,-84.758026,2017
G1302450,13,245,33.361487,-82.0749983,33.426859,-82.049444,200549,Richmond,Georgia,G1302450,33.426859,-82.049444,2017
G1302470,13,247,33.6520811,-84.0263696,33.642043,-84.020894,85215,Rockdale,Georgia,G1302470,33.642043,-84.020894,2017
G1302490,13,249,32.263441,-84.3227238,32.241549,-84.306781,5010,Schley,Georgia,G1302490,32.241549,-84.306781,2017
G1302510,13,251,32.7447512,-81.6175849,32.722842,-81.627328,14593,Screven,Georgia,G1302510,32.722842,-81.627328,2017
G1302530,13,253,30.933894,-84.8675915,30.972496,-84.868027,8729,Seminole,Georgia,G1302530,30.972496,-84.868027,2017
G1302550,13,255,33.2623888,-84.2860671,33.258051,-84.273339,64073,Spalding,Georgia,G1302550,33.258051,-84.273339,2017
G1302570,13,257,34.5529139,-83.2902156,34.556904,-83.288681,26175,Stephens,Georgia,G1302570,34.556904,-83.288681,2017
G1302590,13,259,32.073225,-84.8349117,32.069335,-84.764519,6058,Stewart,Georgia,G1302590,32.069335,-84.764519,2017
G1302610,13,261,32.0421975,-84.2042602,32.059981,-84.221818,32819,Sumter,Georgia,G1302610,32.059981,-84.221818,2017
G1302630,13,263,32.7046026,-84.5300288,32.703124,-84.582116,6865,Talbot,Georgia,G1302630,32.703124,-84.582116,2017
G1302650,13,265,33.559319,-82.8752721,33.5688,-82.88576,1717,Taliaferro,Georgia,G1302650,33.5688,-82.88576,2017
G1302670,13,267,32.0437683,-82.0592081,32.043908,-82.052217,25520,Tattnall,Georgia,G1302670,32.043908,-82.052217,2017
G1302690,13,269,32.5546668,-84.2514261,32.560542,-84.215083,8906,Taylor,Georgia,G1302690,32.560542,-84.215083,2017
G1302710,13,271,31.9136387,-82.9310624,32.01562,-82.892471,16500,Telfair,Georgia,G1302710,32.01562,-82.892471,2017
G1302730,13,273,31.7771909,-84.4394464,31.772157,-84.42886,9315,Terrell,Georgia,G1302730,31.772157,-84.42886,2017
G1302750,13,275,30.8646064,-83.9198196,30.868962,-83.948411,44720,Thomas,Georgia,G1302750,30.868962,-83.948411,2017
G1302770,13,277,31.4570027,-83.5259307,31.454362,-83.515048,40118,Tift,Georgia,G1302770,31.454362,-83.515048,2017
G1302790,13,279,32.1266975,-82.3320708,32.183936,-82.367022,27223,Toombs,Georgia,G1302790,32.183936,-82.367022,2017
G1302810,13,281,34.9025294,-83.7322645,34.938692,-83.782961,10471,Towns,Georgia,G1302810,34.938692,-83.782961,2017
G1302830,13,283,32.4095857,-82.5708819,32.387047,-82.589718,6885,Treutlen,Georgia,G1302830,32.387047,-82.589718,2017
G1302850,13,285,33.034482,-85.02836,33.036737,-85.031746,67044,Troup,Georgia,G1302850,33.036737,-85.031746,2017
G1302870,13,287,31.7248005,-83.6203195,31.700824,-83.636891,8930,Turner,Georgia,G1302870,31.700824,-83.636891,2017
G1302890,13,289,32.6658469,-83.4258792,32.703662,-83.416286,9023,Twiggs,Georgia,G1302890,32.703662,-83.416286,2017
G1302910,13,291,34.8346913,-83.9907155,34.874243,-84.002286,21356,Union,Georgia,G1302910,34.874243,-84.002286,2017
G1302930,13,293,32.8818366,-84.292281,32.907469,-84.324382,27153,Upson,Georgia,G1302930,32.907469,-84.324382,2017
G1302950,13,295,34.7358269,-85.3053852,34.83654,-85.293376,68756,Walker,Georgia,G1302950,34.83654,-85.293376,2017
G1302970,13,297,33.7838866,-83.731829,33.795381,-83.784266,83768,Walton,Georgia,G1302970,33.795381,-83.784266,2017
G1302990,13,299,31.050881,-82.4215072,31.22682,-82.383943,36312,Ware,Georgia,G1302990,31.22682,-82.383943,2017
G1303010,13,301,33.4191691,-82.6880123,33.407596,-82.662844,5834,Warren,Georgia,G1303010,33.407596,-82.662844,2017
G1303030,13,303,32.9718477,-82.7981123,32.962029,-82.773406,21187,Washington,Georgia,G1303030,32.962029,-82.773406,2017
G1303050,13,305,31.5478449,-81.9123763,31.611857,-81.919105,30099,Wayne,Georgia,G1303050,31.611857,-81.919105,2017
G1303090,13,309,32.1052681,-82.7338646,32.146558,-82.751307,7421,Wheeler,Georgia,G1303090,32.146558,-82.751307,2017
G1303110,13,311,34.643776,-83.7434165,34.601048,-83.744309,27144,White,Georgia,G1303110,34.601048,-83.744309,2017
G1303130,13,313,34.8017261,-84.968541,34.792742,-84.965686,102599,Whitfield,Georgia,G1303130,34.792742,-84.965686,2017
G1303150,13,315,31.9627168,-83.4382617,31.975167,-83.405657,9255,Wilcox,Georgia,G1303150,31.975167,-83.405657,2017
G1303170,13,317,33.7790312,-82.7479211,33.755364,-82.753524,10593,Wilkes,Georgia,G1303170,33.755364,-82.753524,2017
G1303190,13,319,32.8042663,-83.1755122,32.8443,-83.239491,9563,Wilkinson,Georgia,G1303190,32.8443,-83.239491,2017
G1303210,13,321,31.5517733,-83.8499598,31.535712,-83.861186,21679,Worth,Georgia,G1303210,31.535712,-83.861186,2017
G1500010,15,1,19.5977643,-155.5024434,19.672837,-155.421895,185079,Hawaii,Hawaii,G1500010,19.672837,-155.421895,2017
G1500030,15,3,21.4613654,-158.201974,21.372464,-157.913673,953207,Honolulu,Hawaii,G1500030,21.372464,-157.913673,2017
G1500070,15,7,22.0120383,-159.7059653,22.021022,-159.442112,67091,Kauai,Hawaii,G1500070,22.021022,-159.442112,2017
G1500090,15,9,20.8559306,-156.6015503,20.863747,-156.493816,154834,Maui,Hawaii,G1500090,20.863747,-156.493816,2017
G1600010,16,1,43.4514767,-116.244376,43.611186,-116.304409,392365,Ada,Idaho,G1600010,43.611186,-116.304409,2017
G1600030,16,3,44.877004,-116.4616241,44.848619,-116.375947,3976,Adams,Idaho,G1600030,44.848619,-116.375947,2017
G1600050,16,5,42.6929211,-112.2289819,42.869212,-112.423672,82839,Bannock,Idaho,G1600050,42.869212,-112.423672,2017
G1600070,16,7,42.2858922,-111.3275168,42.306336,-111.341632,5986,Bear Lake,Idaho,G1600070,42.306336,-111.341632,2017
G1600090,16,9,47.2184513,-116.6335414,47.271692,-116.639736,9285,Benewah,Idaho,G1600090,47.271692,-116.639736,2017
G1600110,16,11,43.2163568,-112.3992058,43.217372,-112.355721,45607,Bingham,Idaho,G1600110,43.217372,-112.355721,2017
G1600130,16,13,43.394192,-113.9553713,43.541366,-114.294277,21376,Blaine,Idaho,G1600130,43.541366,-114.294277,2017
G1600150,16,15,43.9872749,-115.7151105,43.899702,-115.993695,7028,Boise,Idaho,G1600150,43.899702,-115.993695,2017
G1600170,16,17,48.3246293,-116.6274296,48.235649,-116.630982,40877,Bonner,Idaho,G1600170,48.235649,-116.630982,2017
G1600190,16,19,43.3951708,-111.6218783,43.494876,-111.997623,104234,Bonneville,Idaho,G1600190,43.494876,-111.997623,2017
G1600210,16,21,48.7731326,-116.5246729,48.705964,-116.302851,10972,Boundary,Idaho,G1600210,48.705964,-116.302851,2017
G1600230,16,23,43.685101,-113.1776308,43.699097,-113.294562,2891,Butte,Idaho,G1600230,43.699097,-113.294562,2017
G1600250,16,25,43.4633958,-114.8044265,43.350524,-114.756451,1117,Camas,Idaho,G1600250,43.350524,-114.756451,2017
G1600270,16,27,43.6230509,-116.7085267,43.611438,-116.627276,188923,Canyon,Idaho,G1600270,43.611438,-116.627276,2017
G1600290,16,29,42.7860724,-111.5442734,42.643778,-111.656063,6963,Caribou,Idaho,G1600290,42.643778,-111.656063,2017
G1600310,16,31,42.282313,-113.6263276,42.482791,-113.741833,22952,Cassia,Idaho,G1600310,42.482791,-113.741833,2017
G1600350,16,35,46.67257,-115.6535003,46.48524,-116.185221,8761,Clearwater,Idaho,G1600350,46.48524,-116.185221,2017
G1600370,16,37,44.273351,-114.2522675,44.285168,-114.048035,4368,Custer,Idaho,G1600370,44.285168,-114.048035,2017
G1600390,16,39,43.3946984,-115.471205,43.11532,-115.684407,27038,Elmore,Idaho,G1600390,43.11532,-115.684407,2017
G1600410,16,41,42.1736093,-111.8229653,42.0993,-111.872202,12786,Franklin,Idaho,G1600410,42.0993,-111.872202,2017
G1600430,16,43,44.2180909,-111.484429,44.014844,-111.615464,13242,Fremont,Idaho,G1600430,44.014844,-111.615464,2017
G1600450,16,45,44.0614727,-116.3987839,43.884323,-116.506739,16719,Gem,Idaho,G1600450,43.884323,-116.506739,2017
G1600470,16,47,42.9731849,-114.8214203,42.852717,-114.751067,15464,Gooding,Idaho,G1600470,42.852717,-114.751067,2017
G1600490,16,49,45.849644,-115.4673371,45.974127,-116.106566,16267,Idaho,Idaho,G1600490,45.974127,-116.106566,2017
G1600510,16,51,43.7969649,-112.3185879,43.691123,-111.969394,26140,Jefferson,Idaho,G1600510,43.691123,-111.969394,2017
G1600530,16,53,42.6913953,-114.2620858,42.698447,-114.462669,22374,Jerome,Idaho,G1600530,42.698447,-114.462669,2017
G1600550,16,55,47.6771129,-116.6949184,47.73713,-116.832581,138494,Kootenai,Idaho,G1600550,47.73713,-116.832581,2017
G1600570,16,57,46.8189202,-116.7309737,46.742968,-116.934434,37244,Latah,Idaho,G1600570,46.742968,-116.934434,2017
G1600590,16,59,44.9285059,-113.8870422,45.127412,-113.86153,7936,Lemhi,Idaho,G1600590,45.127412,-113.86153,2017
G1600610,16,61,46.2363277,-116.42376,46.238066,-116.25739,3821,Lewis,Idaho,G1600610,46.238066,-116.25739,2017
G1600630,16,63,42.9861805,-114.1538989,42.973467,-114.326069,5208,Lincoln,Idaho,G1600630,42.973467,-114.326069,2017
G1600650,16,65,43.788614,-111.6569925,43.819114,-111.794073,37536,Madison,Idaho,G1600650,43.819114,-111.794073,2017
G1600670,16,67,42.8572114,-113.6398404,42.613266,-113.712227,20069,Minidoka,Idaho,G1600670,42.613266,-113.712227,2017
G1600690,16,69,46.3337914,-116.7609091,46.394126,-116.950462,39265,Nez Perce,Idaho,G1600690,46.394126,-116.950462,2017
G1600710,16,71,42.1838954,-112.5204486,42.181568,-112.301274,4286,Oneida,Idaho,G1600710,42.181568,-112.301274,2017
G1600730,16,73,42.5728508,-116.1896903,43.376748,-116.681558,11526,Owyhee,Idaho,G1600730,43.376748,-116.681558,2017
G1600750,16,75,44.00243,-116.7502379,44.020334,-116.894281,22623,Payette,Idaho,G1600750,44.020334,-116.894281,2017
G1600770,16,77,42.694126,-112.844407,42.775001,-112.829004,7817,Power,Idaho,G1600770,42.775001,-112.829004,2017
G1600790,16,79,47.3476935,-115.8850916,47.514637,-116.085925,12765,Shoshone,Idaho,G1600790,47.514637,-116.085925,2017
G1600810,16,81,43.7609939,-111.2117653,43.692977,-111.125546,10170,Teton,Idaho,G1600810,43.692977,-111.125546,2017
G1600830,16,83,42.352309,-114.6656386,42.558563,-114.504002,77230,Twin Falls,Idaho,G1600830,42.558563,-114.504002,2017
G1600850,16,85,44.7714884,-115.6379533,44.758677,-116.073719,9862,Valley,Idaho,G1600850,44.758677,-116.073719,2017
G1600870,16,87,44.4482229,-116.7977917,44.297898,-116.919922,10198,Washington,Idaho,G1600870,44.297898,-116.919922,2017
G1700010,17,1,39.9860525,-91.1949607,39.943826,-91.328948,67103,Adams,Illinois,G1700010,39.943826,-91.328948,2017
G1700030,17,3,37.1836566,-89.3495161,37.149251,-89.289666,8238,Alexander,Illinois,G1700030,37.149251,-89.289666,2017
G1700050,17,5,38.885924,-89.4365916,38.884622,-89.432819,17768,Bond,Illinois,G1700050,38.884622,-89.432819,2017
G1700070,17,7,42.3189831,-88.8242951,42.293981,-88.851989,54165,Boone,Illinois,G1700070,42.293981,-88.851989,2017
G1700090,17,9,39.9620694,-90.7503095,39.964815,-90.746466,6937,Brown,Illinois,G1700090,39.964815,-90.746466,2017
G1700110,17,11,41.4013043,-89.5283772,41.382964,-89.42378,34978,Bureau,Illinois,G1700110,41.382964,-89.42378,2017
G1700130,17,13,39.1642619,-90.6662949,39.12353,-90.63801,5089,Calhoun,Illinois,G1700130,39.12353,-90.63801,2017
G1700150,17,15,42.0709,-89.9241894,42.071879,-89.963255,15387,Carroll,Illinois,G1700150,42.071879,-89.963255,2017
G1700170,17,17,39.9692024,-90.2457045,39.979866,-90.319209,13642,Cass,Illinois,G1700170,39.979866,-90.319209,2017
G1700190,17,19,40.13898,-88.1969961,40.128073,-88.233083,201081,Champaign,Illinois,G1700190,40.128073,-88.233083,2017
G1700210,17,21,39.5455242,-89.2795927,39.525298,-89.254627,34800,Christian,Illinois,G1700210,39.525298,-89.254627,2017
G1700230,17,23,39.3323642,-87.7916872,39.351007,-87.800246,16335,Clark,Illinois,G1700230,39.351007,-87.800246,2017
G1700250,17,25,38.746832,-88.4823443,38.716132,-88.490134,13815,Clay,Illinois,G1700250,38.716132,-88.490134,2017
G1700270,17,27,38.6062953,-89.4262278,38.587753,-89.472099,37762,Clinton,Illinois,G1700270,38.587753,-89.472099,2017
G1700290,17,29,39.5136797,-88.220782,39.487297,-88.258277,53873,Coles,Illinois,G1700290,39.487297,-88.258277,2017
G1700310,17,31,41.8942937,-87.6454546,41.865937,-87.757714,5194675,Cook,Illinois,G1700310,41.865937,-87.757714,2017
G1700330,17,33,39.0027685,-87.7606208,39.00569,-87.748024,19817,Crawford,Illinois,G1700330,39.00569,-87.748024,2017
G1700350,17,35,39.273121,-88.2406193,39.275965,-88.280887,11048,Cumberland,Illinois,G1700350,39.275965,-88.280887,2017
G1700370,17,37,41.8946125,-88.768991,41.927172,-88.72946,105160,DeKalb,Illinois,G1700370,41.927172,-88.72946,2017
G1700390,17,39,40.1814993,-88.9018526,40.171701,-88.908946,16561,De Witt,Illinois,G1700390,40.171701,-88.908946,2017
G1700410,17,41,39.766078,-88.2228656,39.766826,-88.279794,19980,Douglas,Illinois,G1700410,39.766826,-88.279794,2017
G1700430,17,43,41.8520581,-88.0860383,41.849815,-88.071617,916924,DuPage,Illinois,G1700430,41.849815,-88.071617,2017
G1700450,17,45,39.679037,-87.7471102,39.635942,-87.71537,18576,Edgar,Illinois,G1700450,39.635942,-87.71537,2017
G1700470,17,47,38.4170954,-88.0479408,38.402493,-88.04063,6721,Edwards,Illinois,G1700470,38.402493,-88.04063,2017
G1700490,17,49,39.0479445,-88.5928488,39.094723,-88.576033,34242,Effingham,Illinois,G1700490,39.094723,-88.576033,2017
G1700510,17,51,39.0011246,-89.0179232,38.997829,-89.033295,22140,Fayette,Illinois,G1700510,38.997829,-89.033295,2017
G1700530,17,53,40.5965386,-88.2245882,40.527422,-88.217453,14081,Ford,Illinois,G1700530,40.527422,-88.217453,2017
G1700550,17,55,37.9918483,-88.9262457,37.962135,-88.953316,39561,Franklin,Illinois,G1700550,37.962135,-88.953316,2017
G1700570,17,57,40.4652401,-90.2022689,40.521963,-90.119357,37069,Fulton,Illinois,G1700570,40.521963,-90.119357,2017
G1700590,17,59,37.7686768,-88.2279642,37.770001,-88.238563,5589,Gallatin,Illinois,G1700590,37.770001,-88.238563,2017
G1700610,17,61,39.3554444,-90.3877569,39.37224,-90.373465,13886,Greene,Illinois,G1700610,39.37224,-90.373465,2017
G1700630,17,63,41.2924096,-88.4010545,41.345274,-88.347437,50063,Grundy,Illinois,G1700630,41.345274,-88.347437,2017
G1700650,17,65,38.085226,-88.5390048,38.092156,-88.557747,8457,Hamilton,Illinois,G1700650,38.092156,-88.557747,2017
G1700670,17,67,40.4057924,-91.1679875,40.425725,-91.203133,19104,Hancock,Illinois,G1700670,40.425725,-91.203133,2017
G1700690,17,69,37.5178517,-88.2661478,37.478453,-88.290573,4320,Hardin,Illinois,G1700690,37.478453,-88.290573,2017
G1700710,17,71,40.814471,-90.9412464,40.828841,-90.9448,7331,Henderson,Illinois,G1700710,40.828841,-90.9448,2017
G1700730,17,73,41.3500209,-90.1308378,41.348782,-90.134757,50486,Henry,Illinois,G1700730,41.348782,-90.134757,2017
G1700750,17,75,40.7488665,-87.833601,40.763597,-87.834391,29718,Iroquois,Illinois,G1700750,40.763597,-87.834391,2017
G1700770,17,77,37.7860959,-89.3812119,37.747793,-89.274031,60218,Jackson,Illinois,G1700770,37.747793,-89.274031,2017
G1700790,17,79,39.0048737,-88.1507629,39.003765,-88.159885,9698,Jasper,Illinois,G1700790,39.003765,-88.159885,2017
G1700810,17,81,38.3007796,-88.92421,38.308488,-88.910808,38827,Jefferson,Illinois,G1700810,38.308488,-88.910808,2017
G1700830,17,83,39.0801918,-90.3613647,39.072862,-90.32042,22985,Jersey,Illinois,G1700830,39.072862,-90.32042,2017
G1700850,17,85,42.3623905,-90.2114705,42.411324,-90.305944,22678,Jo Daviess,Illinois,G1700850,42.411324,-90.305944,2017
G1700870,17,87,37.4607092,-88.8821305,37.474558,-88.882358,12582,Johnson,Illinois,G1700870,37.474558,-88.882358,2017
G1700890,17,89,41.9395938,-88.4280395,41.918111,-88.331264,515269,Kane,Illinois,G1700890,41.918111,-88.331264,2017
G1700910,17,91,41.1395105,-87.8611165,41.148582,-87.850867,113449,Kankakee,Illinois,G1700910,41.148582,-87.850867,2017
G1700930,17,93,41.5881403,-88.4306257,41.663724,-88.379066,114736,Kendall,Illinois,G1700930,41.663724,-88.379066,2017
G1700950,17,95,40.9309412,-90.2137611,40.937032,-90.328601,52919,Knox,Illinois,G1700950,40.937032,-90.328601,2017
G1700970,17,97,42.3264435,-87.4361178,42.313072,-87.969458,703462,Lake,Illinois,G1700970,42.313072,-87.969458,2017
G1700990,17,99,41.3433407,-88.8859312,41.350798,-88.895997,113924,LaSalle,Illinois,G1700990,41.350798,-88.895997,2017
G1701010,17,101,38.7189542,-87.7302207,38.718291,-87.748328,16833,Lawrence,Illinois,G1701010,38.718291,-87.748328,2017
G1701030,17,103,41.7474419,-89.2993505,41.810242,-89.398207,36031,Lee,Illinois,G1701030,41.810242,-89.398207,2017
G1701050,17,105,40.8943761,-88.5528518,40.907044,-88.573187,38950,Livingston,Illinois,G1701050,40.907044,-88.573187,2017
G1701070,17,107,40.1291223,-89.3653067,40.140775,-89.361505,30305,Logan,Illinois,G1701070,40.140775,-89.361505,2017
G1701090,17,109,40.4558082,-90.6789543,40.469472,-90.669344,32612,McDonough,Illinois,G1701090,40.469472,-90.669344,2017
