fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year,Station_WMO,Station_Latitude,Station_Longitude,Distance_Miles,Status,HDD_base65F,CDD_base65F,QC_Missing_Data,QC_Extreme_Temperature,QC_Sudden_Temp_Jumps,QC_Constant_Temp_Periods,QC_Day-Night_Swings,QC_Summer_Freezing,QC_Winter_Extreme_Heat,QC_Missing_Temperature_Data,Temp_Total_Holes,Temp_Interpolated,Temp_MERRA2_Fill,Dewpoint_Total_Holes,Dewpoint_Interpolated,Dewpoint_MERRA2_Fill,RH_Total_Holes,RH_Interpolated,RH_MERRA2_Fill,Pressure_Total_Holes,Pressure_Interpolated,Pressure_MERRA2_Fill,WindDir_Total_Holes,WindDir_Interpolated,WindDir_MERRA2_Fill,WindSpeed_Total_Holes,WindSpeed_Interpolated,WindSpeed_MERRA2_Fill,Snow_Total_Holes,Snow_Interpolated,Snow_MERRA2_Fill,Precipitation_Total_Holes,Precipitation_Interpolated,Precipitation_MERRA2_Fill
G0100210,1,21,32.8540514,-86.7266071,32.877547,-86.687406,43643.0,Chilton,Alabama,G0100210,32.877547,-86.687406,2021,KEET0,33.1778,-86.7832,21.47482016154099,True,2205.0,1784.0,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100230,1,23,31.9909972,-88.2489085,32.016562,-88.264164,13859.0,Choctaw,Alabama,G0100230,32.016562,-88.264164,2021,KDYA0,32.4638,-87.9541,35.82208412416671,True,2187.0,1993.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100250,1,25,31.6855211,-87.8186244,31.685685,-87.815673,25833.0,Clarke,Alabama,G0100250,31.685685,-87.815673,2021,KGZH0,31.4158,-87.0441,49.10793118434904,True,1571.0,2413.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100270,1,27,33.2703999,-85.8635254,33.272412,-85.820227,13932.0,Clay,Alabama,G0100270,33.272412,-85.820227,2021,KANB0,33.5882,-85.8581,21.92785312708687,True,2363.0,1771.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,4.0,3.0,1.0
G0100290,1,29,33.6719637,-85.5161261,33.62977,-85.494315,14972.0,Cleburne,Alabama,G0100290,33.62977,-85.494315,2021,KCTJ0,33.6317,-85.1523,19.67614195563268,True,2960.0,1108.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100310,1,31,31.402258,-85.9896022,31.354433,-85.904715,49948.0,Coffee,Alabama,G0100310,31.354433,-85.904715,2021,KSXS0,31.3627,-85.8494,3.313229271444168,True,1615.0,2114.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100330,1,33,34.703112,-87.8014569,34.723385,-87.685151,54428.0,Colbert,Alabama,G0100330,34.723385,-87.685151,2021,KMSL0,34.7453,-87.6102,4.517139526309213,True,2496.0,2017.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100350,1,35,31.4309257,-86.9887221,31.418674,-86.996483,13228.0,Conecuh,Alabama,G0100350,31.418674,-86.996483,2021,KGZH0,31.4158,-87.0441,2.814693129002229,True,1571.0,2413.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100370,1,37,32.9314453,-86.2434818,32.975932,-86.155035,11539.0,Coosa,Alabama,G0100370,32.975932,-86.155035,2021,KALX0,32.9147,-85.963,11.911314440344558,True,2335.0,1644.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100390,1,39,31.2439873,-86.4487206,31.282449,-86.410955,37765.0,Covington,Alabama,G0100390,31.282449,-86.410955,2021,K79J0,31.3087,-86.3938,2.077399287413164,True,1252.0,2934.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100410,1,41,31.7328256,-86.3192219,31.743487,-86.29708,13906.0,Crenshaw,Alabama,G0100410,31.743487,-86.29708,2021,KTOI0,31.8604,-86.0121,18.581874884060547,True,1643.0,2354.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100430,1,43,34.1319229,-86.8692666,34.162362,-86.831859,80406.0,Cullman,Alabama,G0100430,34.162362,-86.831859,2021,K3A10,34.2687,-86.858,7.497515752885081,True,2973.0,1301.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,2.0,2.0,0.0
G0100450,1,45,31.4306536,-85.609476,31.383346,-85.641269,50251.0,Dale,Alabama,G0100450,31.383346,-85.641269,2021,KLOR0,31.3558,-85.7512,6.758749818969122,True,1836.0,1996.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100470,1,47,32.3335397,-87.1143556,32.408815,-87.034955,43820.0,Dallas,Alabama,G0100470,32.408815,-87.034955,2021,KSEM0,32.3439,-86.9878,5.261972856772065,True,2052.0,2005.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,13.0,0.0,13.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100490,1,49,34.460929,-85.803992,34.45511,-85.817208,71109.0,DeKalb,Alabama,G0100490,34.45511,-85.817208,2021,K4A60,34.6887,-86.0059,19.383668506005392,True,2867.0,1528.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100510,1,51,32.597229,-86.1427347,32.559652,-86.225647,79303.0,Elmore,Alabama,G0100510,32.559652,-86.225647,2021,KMXF0,32.3792,-86.3625,14.801759378254207,True,1941.0,1984.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,1.0,1.0,0.0
G0100530,1,53,31.1222867,-87.1684097,31.088737,-87.282053,38319.0,Escambia,Alabama,G0100530,31.088737,-87.282053,2021,KGZH0,31.4158,-87.0441,26.61224862452597,True,1571.0,2413.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100550,1,55,34.0476407,-86.0342629,34.013693,-86.025393,104430.0,Etowah,Alabama,G0100550,34.013693,-86.025393,2021,KGAD0,33.9726,-86.0891,4.6238656093317,True,2930.0,1465.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100570,1,57,33.7161568,-87.7642923,33.726422,-87.770355,17241.0,Fayette,Alabama,G0100570,33.726422,-87.770355,2021,KJFX0,33.902,-87.3142,28.85951835383609,True,2634.0,1838.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100590,1,59,34.4419892,-87.8428144,34.460481,-87.793594,31704.0,Franklin,Alabama,G0100590,34.460481,-87.793594,2021,K1M40,34.2803,-87.6004,16.624615157885753,True,3024.0,1347.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,5.0,3.0,2.0
G0100610,1,61,31.0923933,-85.821011,31.09426,-85.788849,26790.0,Geneva,Alabama,G0100610,31.09426,-85.788849,2021,KOZR0,31.2758,-85.7134,13.312439237391995,True,1641.0,2049.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100630,1,63,32.8444965,-87.9642005,32.830505,-87.924,9045.0,Greene,Alabama,G0100630,32.830505,-87.924,2021,KDYA0,32.4638,-87.9541,25.397300958373872,True,2187.0,1993.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100650,1,65,32.7527958,-87.6230608,32.775804,-87.626084,15760.0,Hale,Alabama,G0100650,32.775804,-87.626084,2021,KDYA0,32.4638,-87.9541,28.79416197058385,True,2187.0,1993.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100670,1,67,31.5169779,-85.2399712,31.478593,-85.268828,17302.0,Henry,Alabama,G0100670,31.478593,-85.268828,2021,KDHN0,31.321,-85.4495,15.234593147352571,True,1511.0,2250.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100690,1,69,31.1581928,-85.2963976,31.20455,-85.391221,101547.0,Houston,Alabama,G0100690,31.20455,-85.391221,2021,KDHN0,31.321,-85.4495,8.751233711720925,True,1511.0,2250.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100710,1,71,34.764114,-85.9800556,34.731984,-85.938698,53227.0,Jackson,Alabama,G0100710,34.731984,-85.938698,2021,K4A60,34.6887,-86.0059,4.848988011707431,True,2867.0,1528.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100730,1,73,33.5534439,-86.8965359,33.518601,-86.814688,658466.0,Jefferson,Alabama,G0100730,33.518601,-86.814688,2021,72228,33.5667,-86.75,4.992166013667724,True,2215.0,1962.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,91.0,46.0,45.0
G0100750,1,75,33.7870852,-88.0874309,33.762769,-88.109649,14564.0,Lamar,Alabama,G0100750,33.762769,-88.109649,2021,KCBM0,33.6452,-88.4459,20.965300131565805,True,2589.0,1859.0,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,4.0,3.0,1.0
G0100770,1,77,34.9041221,-87.6509966,34.866179,-87.608759,92709.0,Lauderdale,Alabama,G0100770,34.866179,-87.608759,2021,KMSL0,34.7453,-87.6102,8.352329433200682,True,2496.0,2017.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100790,1,79,34.529776,-87.3218651,34.543683,-87.272414,34339.0,Lawrence,Alabama,G0100790,34.543683,-87.272414,2021,KDCU0,34.6541,-86.9454,20.102476489854723,True,2958.0,1523.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100810,1,81,32.6040644,-85.3530477,32.588092,-85.345833,140247.0,Lee,Alabama,G0100810,32.588092,-85.345833,2021,KCSG0,32.5163,-84.9389,24.21283984803065,True,1820.0,2057.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100830,1,83,34.8102387,-86.9813995,34.815612,-86.938972,82782.0,Limestone,Alabama,G0100830,34.815612,-86.938972,2021,KDCU0,34.6541,-86.9454,11.16536465017029,True,2958.0,1523.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100850,1,85,32.147888,-86.6505859,32.162415,-86.618688,11299.0,Lowndes,Alabama,G0100850,32.162415,-86.618688,2021,KMXF0,32.3792,-86.3625,21.17435646121441,True,1941.0,1984.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,1.0,1.0,0.0
G0100870,1,87,32.3870267,-85.692887,32.425739,-85.715007,21452.0,Macon,Alabama,G0100870,32.425739,-85.715007,2021,72226,32.3,-86.0667,22.28818805232981,True,1750.0,2224.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,31.0,5.0,26.0
G0100890,1,89,34.7642377,-86.5510802,34.746392,-86.613232,334811.0,Madison,Alabama,G0100890,34.746392,-86.613232,2021,KMDQ0,34.8614,-86.5575,8.552235593898212,True,3034.0,1519.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100910,1,91,32.2475911,-87.791091,32.340479,-87.800648,21027.0,Marengo,Alabama,G0100910,32.340479,-87.800648,2021,KDYA0,32.4638,-87.9541,12.358634061358073,True,2187.0,1993.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0100930,1,93,34.1382194,-87.881551,34.111797,-87.8743,30776.0,Marion,Alabama,G0100930,34.111797,-87.8743,2021,72332,34.2667,-88.1,16.761390032322172,True,2420.0,2148.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100950,1,95,34.3095637,-86.3216681,34.311974,-86.293279,93019.0,Marshall,Alabama,G0100950,34.311974,-86.293279,2021,K8A00,34.2291,-86.2558,6.112854512550357,True,2875.0,1318.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0100970,1,97,30.6845725,-88.1965682,30.683993,-88.170637,412992.0,Mobile,Alabama,G0100970,30.683993,-88.170637,2021,72223,30.6833,-88.0667,6.176132240430415,True,1588.0,2189.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,1.0,1.0,0.0
G0100990,1,99,31.5803324,-87.3832656,31.505611,-87.360894,23068.0,Monroe,Alabama,G0100990,31.505611,-87.360894,2021,KGZH0,31.4158,-87.0441,19.67489827421518,True,1571.0,2413.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0101010,1,101,32.2036505,-86.2038308,32.346175,-86.243797,229363.0,Montgomery,Alabama,G0101010,32.346175,-86.243797,2021,KMXF0,32.3792,-86.3625,7.293795816376716,True,1941.0,1984.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,1.0,1.0,0.0
G0101030,1,103,34.4544844,-86.8464021,34.514252,-86.930781,119490.0,Morgan,Alabama,G0101030,34.514252,-86.930781,2021,KDCU0,34.6541,-86.9454,9.698278569516072,True,2958.0,1523.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0101050,1,105,32.6390053,-87.2938269,32.581066,-87.369219,10591.0,Perry,Alabama,G0101050,32.581066,-87.369219,2021,KSEM0,32.3439,-86.9878,27.62135225469872,True,2052.0,2005.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,13.0,0.0,13.0,8760.0,0.0,8760.0,14.0,0.0,14.0
G0101070,1,107,33.2967933,-88.0968631,33.292973,-88.066472,19746.0,Pickens,Alabama,G0101070,33.292973,-88.066472,2021,KTCL0,33.2206,-87.6114,26.76408451937966,True,2152.0,2086.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0101090,1,109,31.7986508,-85.9416035,31.787277,-85.948647,32899.0,Pike,Alabama,G0101090,31.787277,-85.948647,2021,KTOI0,31.8604,-86.0121,6.277128112661854,True,1643.0,2354.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,0.0,0.0,0.0
G0101110,1,111,33.2964753,-85.4640679,33.257607,-85.427266,22913.0,Randolph,Alabama,G0101110,33.257607,-85.427266,2021,KCTJ0,33.6317,-85.1523,30.321360272316355,True,2960.0,1108.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,14.0,0.0,14.0
