fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year,Station_WMO,Station_Latitude,Station_Longitude,Distance_Miles,Status,HDD_base65F,CDD_base65F,QC_Missing_Data,QC_Extreme_Temperature,QC_Sudden_Temp_Jumps,QC_Constant_Temp_Periods,QC_Day-Night_Swings,QC_Summer_Freezing,QC_Winter_Extreme_Heat,QC_Missing_Temperature_Data,Temp_Total_Holes,Temp_Interpolated,Temp_MERRA2_Fill,Dewpoint_Total_Holes,Dewpoint_Interpolated,Dewpoint_MERRA2_Fill,RH_Total_Holes,RH_Interpolated,RH_MERRA2_Fill,Pressure_Total_Holes,Pressure_Interpolated,Pressure_MERRA2_Fill,WindDir_Total_Holes,WindDir_Interpolated,WindDir_MERRA2_Fill,WindSpeed_Total_Holes,WindSpeed_Interpolated,WindSpeed_MERRA2_Fill,Snow_Total_Holes,Snow_Interpolated,Snow_MERRA2_Fill,Precipitation_Total_Holes,Precipitation_Interpolated,Precipitation_MERRA2_Fill
G0100310,1,31,31.402258,-85.9896022,31.354433,-85.904715,49948.0,Coffee,Alabama,G0100310,31.354433,-85.904715,2020,KDHN0,31.321,-85.4495,26.963054108427915,True,1287.0,2691.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,17.0,3.0,14.0,17.0,3.0,14.0,17.0,3.0,14.0,31.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,4.0,10.0
G0100330,1,33,34.703112,-87.8014569,34.723385,-87.685151,54428.0,Colbert,Alabama,G0100330,34.723385,-87.685151,2020,KMSL0,34.7453,-87.6102,4.517139526309213,True,2425.0,1906.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,142.0,3.0,139.0,142.0,3.0,139.0,142.0,3.0,139.0,159.0,3.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,44.0,11.0,33.0
G0100350,1,35,31.4309257,-86.9887221,31.418674,-86.996483,13228.0,Conecuh,Alabama,G0100350,31.418674,-86.996483,2020,KGZH0,31.4158,-87.0441,2.814693129002229,True,1414.0,2500.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,41.0,14.0,27.0
G0100370,1,37,32.9314453,-86.2434818,32.975932,-86.155035,11539.0,Coosa,Alabama,G0100370,32.975932,-86.155035,2020,KALX0,32.9147,-85.963,11.911314440344558,True,2197.0,1735.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,7118.0,372.0,6746.0
G0100390,1,39,31.2439873,-86.4487206,31.282449,-86.410955,37765.0,Covington,Alabama,G0100390,31.282449,-86.410955,2020,K79J0,31.3087,-86.3938,2.077399287413164,True,1131.0,3151.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,20.0,3.0,17.0,15.0,8.0,7.0,10.0,5.0,5.0,8784.0,0.0,8784.0,144.0,33.0,111.0
G0100410,1,41,31.7328256,-86.3192219,31.743487,-86.29708,13906.0,Crenshaw,Alabama,G0100410,31.743487,-86.29708,2020,K79J0,31.3087,-86.3938,30.57616627827782,True,1131.0,3151.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,20.0,3.0,17.0,15.0,8.0,7.0,10.0,5.0,5.0,8784.0,0.0,8784.0,144.0,33.0,111.0
G0100430,1,43,34.1319229,-86.8692666,34.162362,-86.831859,80406.0,Cullman,Alabama,G0100430,34.162362,-86.831859,2020,K8A00,34.2291,-86.2558,33.242297033073314,True,2820.0,1312.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,190.0,12.0,178.0,190.0,12.0,178.0,190.0,12.0,178.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,7127.0,348.0,6779.0
G0100450,1,45,31.4306536,-85.609476,31.383346,-85.641269,50251.0,Dale,Alabama,G0100450,31.383346,-85.641269,2020,KDHN0,31.321,-85.4495,12.10749397392956,True,1287.0,2691.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,17.0,3.0,14.0,17.0,3.0,14.0,17.0,3.0,14.0,31.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,4.0,10.0
G0100470,1,47,32.3335397,-87.1143556,32.408815,-87.034955,43820.0,Dallas,Alabama,G0100470,32.408815,-87.034955,2020,KEET0,33.1778,-86.7832,55.107045459650216,True,2117.0,1877.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,5.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,18.0,3.0,15.0,23.0,18.0,5.0,6.0,3.0,3.0,8784.0,0.0,8784.0,7.0,4.0,3.0
G0100490,1,49,34.460929,-85.803992,34.45511,-85.817208,71109.0,DeKalb,Alabama,G0100490,34.45511,-85.817208,2020,K8A00,34.2291,-86.2558,29.4943530082167,True,2820.0,1312.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,190.0,12.0,178.0,190.0,12.0,178.0,190.0,12.0,178.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,7127.0,348.0,6779.0
G0100510,1,51,32.597229,-86.1427347,32.559652,-86.225647,79303.0,Elmore,Alabama,G0100510,32.559652,-86.225647,2020,72226,32.3,-86.0667,20.193424906828888,True,1611.0,2447.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,9.0,5.0
G0100530,1,53,31.1222867,-87.1684097,31.088737,-87.282053,38319.0,Escambia,Alabama,G0100530,31.088737,-87.282053,2020,KGZH0,31.4158,-87.0441,26.61224862452597,True,1414.0,2500.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,41.0,14.0,27.0
G0100550,1,55,34.0476407,-86.0342629,34.013693,-86.025393,104430.0,Etowah,Alabama,G0100550,34.013693,-86.025393,2020,K8A00,34.2291,-86.2558,19.879527065825087,True,2820.0,1312.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,190.0,12.0,178.0,190.0,12.0,178.0,190.0,12.0,178.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,7127.0,348.0,6779.0
G0100570,1,57,33.7161568,-87.7642923,33.726422,-87.770355,17241.0,Fayette,Alabama,G0100570,33.726422,-87.770355,2020,KTCL0,33.2206,-87.6114,36.12965151188233,True,1953.0,2198.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,33.0,15.0,18.0,33.0,15.0,18.0,33.0,15.0,18.0,106.0,12.0,94.0,45.0,18.0,27.0,66.0,15.0,51.0,8784.0,0.0,8784.0,29.0,15.0,14.0
G0100590,1,59,34.4419892,-87.8428144,34.460481,-87.793594,31704.0,Franklin,Alabama,G0100590,34.460481,-87.793594,2020,72332,34.2667,-88.1,22.015115275797896,True,2341.0,2057.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,18.0,6.0,12.0
G0100610,1,61,31.0923933,-85.821011,31.09426,-85.788849,26790.0,Geneva,Alabama,G0100610,31.09426,-85.788849,2020,KDHN0,31.321,-85.4495,25.447737282173176,True,1287.0,2691.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,17.0,3.0,14.0,17.0,3.0,14.0,17.0,3.0,14.0,31.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,4.0,10.0
G0100630,1,63,32.8444965,-87.9642005,32.830505,-87.924,9045.0,Greene,Alabama,G0100630,32.830505,-87.924,2020,KTCL0,33.2206,-87.6114,32.47134694804785,True,1953.0,2198.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,33.0,15.0,18.0,33.0,15.0,18.0,33.0,15.0,18.0,106.0,12.0,94.0,45.0,18.0,27.0,66.0,15.0,51.0,8784.0,0.0,8784.0,29.0,15.0,14.0
G0100650,1,65,32.7527958,-87.6230608,32.775804,-87.626084,15760.0,Hale,Alabama,G0100650,32.775804,-87.626084,2020,KTCL0,33.2206,-87.6114,30.74420200857358,True,1953.0,2198.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,33.0,15.0,18.0,33.0,15.0,18.0,33.0,15.0,18.0,106.0,12.0,94.0,45.0,18.0,27.0,66.0,15.0,51.0,8784.0,0.0,8784.0,29.0,15.0,14.0
G0100670,1,67,31.5169779,-85.2399712,31.478593,-85.268828,17302.0,Henry,Alabama,G0100670,31.478593,-85.268828,2020,KDHN0,31.321,-85.4495,15.234593147352571,True,1287.0,2691.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,17.0,3.0,14.0,17.0,3.0,14.0,17.0,3.0,14.0,31.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,4.0,10.0
G0100690,1,69,31.1581928,-85.2963976,31.20455,-85.391221,101547.0,Houston,Alabama,G0100690,31.20455,-85.391221,2020,KDHN0,31.321,-85.4495,8.751233711720925,True,1287.0,2691.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,17.0,3.0,14.0,17.0,3.0,14.0,17.0,3.0,14.0,31.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,4.0,10.0
G0100710,1,71,34.764114,-85.9800556,34.731984,-85.938698,53227.0,Jackson,Alabama,G0100710,34.731984,-85.938698,2020,KMDQ0,34.8614,-86.5575,36.23039512730825,True,2963.0,1525.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,8784.0,0.0,8784.0
G0100730,1,73,33.5534439,-86.8965359,33.518601,-86.814688,658466.0,Jefferson,Alabama,G0100730,33.518601,-86.814688,2020,72228,33.5667,-86.75,4.992166013667724,True,2070.0,2052.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,1.0,1.0,0.0
G0100750,1,75,33.7870852,-88.0874309,33.762769,-88.109649,14564.0,Lamar,Alabama,G0100750,33.762769,-88.109649,2020,72332,34.2667,-88.1,34.822642091028854,True,2341.0,2057.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,18.0,6.0,12.0
G0100770,1,77,34.9041221,-87.6509966,34.866179,-87.608759,92709.0,Lauderdale,Alabama,G0100770,34.866179,-87.608759,2020,KMSL0,34.7453,-87.6102,8.352329433200682,True,2425.0,1906.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,142.0,3.0,139.0,142.0,3.0,139.0,142.0,3.0,139.0,159.0,3.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,44.0,11.0,33.0
G0100790,1,79,34.529776,-87.3218651,34.543683,-87.272414,34339.0,Lawrence,Alabama,G0100790,34.543683,-87.272414,2020,KDCU0,34.6541,-86.9454,20.102476489854723,True,2853.0,1566.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,3.0,3.0,0.0
G0100810,1,81,32.6040644,-85.3530477,32.588092,-85.345833,140247.0,Lee,Alabama,G0100810,32.588092,-85.345833,2020,KALX0,32.9147,-85.963,42.37210149466454,True,2197.0,1735.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,7118.0,372.0,6746.0
G0100830,1,83,34.8102387,-86.9813995,34.815612,-86.938972,82782.0,Limestone,Alabama,G0100830,34.815612,-86.938972,2020,KDCU0,34.6541,-86.9454,11.16536465017029,True,2853.0,1566.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,3.0,3.0,0.0
G0100850,1,85,32.147888,-86.6505859,32.162415,-86.618688,11299.0,Lowndes,Alabama,G0100850,32.162415,-86.618688,2020,72226,32.3,-86.0667,33.63296056569475,True,1611.0,2447.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,9.0,5.0
G0100870,1,87,32.3870267,-85.692887,32.425739,-85.715007,21452.0,Macon,Alabama,G0100870,32.425739,-85.715007,2020,72226,32.3,-86.0667,22.28818805232981,True,1611.0,2447.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,9.0,5.0
G0100890,1,89,34.7642377,-86.5510802,34.746392,-86.613232,334811.0,Madison,Alabama,G0100890,34.746392,-86.613232,2020,KMDQ0,34.8614,-86.5575,8.552235593898212,True,2963.0,1525.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,8784.0,0.0,8784.0
G0100910,1,91,32.2475911,-87.791091,32.340479,-87.800648,21027.0,Marengo,Alabama,G0100910,32.340479,-87.800648,2020,KNMM0,32.5535,-88.5553,46.39772716066251,True,1990.0,1959.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,126.0,26.0,100.0
G0100930,1,93,34.1382194,-87.881551,34.111797,-87.8743,30776.0,Marion,Alabama,G0100930,34.111797,-87.8743,2020,72332,34.2667,-88.1,16.761390032322172,True,2341.0,2057.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,18.0,6.0,12.0
G0100950,1,95,34.3095637,-86.3216681,34.311974,-86.293279,93019.0,Marshall,Alabama,G0100950,34.311974,-86.293279,2020,K8A00,34.2291,-86.2558,6.112854512550357,True,2820.0,1312.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,190.0,12.0,178.0,190.0,12.0,178.0,190.0,12.0,178.0,8784.0,0.0,8784.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,7127.0,348.0,6779.0
G0100970,1,97,30.6845725,-88.1965682,30.683993,-88.170637,412992.0,Mobile,Alabama,G0100970,30.683993,-88.170637,2020,72223,30.6833,-88.0667,6.176132240430415,True,1360.0,2361.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,0.0,0.0,0.0
G0100990,1,99,31.5803324,-87.3832656,31.505611,-87.360894,23068.0,Monroe,Alabama,G0100990,31.505611,-87.360894,2020,KGZH0,31.4158,-87.0441,19.67489827421518,True,1414.0,2500.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,41.0,14.0,27.0
G0101010,1,101,32.2036505,-86.2038308,32.346175,-86.243797,229363.0,Montgomery,Alabama,G0101010,32.346175,-86.243797,2020,72226,32.3,-86.0667,10.82116687013234,True,1611.0,2447.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,9.0,5.0
G0101030,1,103,34.4544844,-86.8464021,34.514252,-86.930781,119490.0,Morgan,Alabama,G0101030,34.514252,-86.930781,2020,KDCU0,34.6541,-86.9454,9.698278569516072,True,2853.0,1566.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,3.0,3.0,0.0
G0101050,1,105,32.6390053,-87.2938269,32.581066,-87.369219,10591.0,Perry,Alabama,G0101050,32.581066,-87.369219,2020,KTCL0,33.2206,-87.6114,46.367172399914615,True,1953.0,2198.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,33.0,15.0,18.0,33.0,15.0,18.0,33.0,15.0,18.0,106.0,12.0,94.0,45.0,18.0,27.0,66.0,15.0,51.0,8784.0,0.0,8784.0,29.0,15.0,14.0
G0101070,1,107,33.2967933,-88.0968631,33.292973,-88.066472,19746.0,Pickens,Alabama,G0101070,33.292973,-88.066472,2020,KTCL0,33.2206,-87.6114,26.76408451937966,True,1953.0,2198.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,33.0,15.0,18.0,33.0,15.0,18.0,33.0,15.0,18.0,106.0,12.0,94.0,45.0,18.0,27.0,66.0,15.0,51.0,8784.0,0.0,8784.0,29.0,15.0,14.0
G0101090,1,109,31.7986508,-85.9416035,31.787277,-85.948647,32899.0,Pike,Alabama,G0101090,31.787277,-85.948647,2020,72226,32.3,-86.0667,36.09410078375516,True,1611.0,2447.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.0,0.0,8784.0,14.0,9.0,5.0
